decimalLatitude,decimalLongitude,day,month,year,t2m,e,tp,sdtb,altitude,ndvi,species,sp,ocup_solo,t2m_abr_ago,et_acumulada_180d,pet_acumulada_180d,t_minima_media_abr_ago,dias_geada_abr_ago
-24.528333,-53.203333,5.0,8.0,2009,291.93670654296875,-7.774820551276207e-05,0.0,980.01,352,0.546,Unknown,1,39.0,291.5322265625,-0.6720927953720093,-2.604522705078125,288.5101623535156,0
-24.844444,-51.743889,6.0,8.0,2009,297.33697509765625,-0.0001441109925508,0.0,1129.17,991,0.2161,Unknown,1,3.0,288.1224365234375,-0.6010973453521729,-0.9515902400016785,284.9014892578125,2
38.128743,-4.911734,27.0,6.0,2020,291.85333251953125,-7.928535342216492e-05,3.997981548309326e-05,742.77,519,0.4274,Unknown,1,0.0,,0.0,0.0,,0
37.923707,-79.230004,7.0,4.0,2020,276.42236328125,-2.123415470123291e-05,2.995133399963379e-06,1844.89,538,0.5,Unknown,1,0.0,302.2489929199219,-0.886333703994751,-9.04680061340332,298.6664733886719,0
37.757085,-87.089426,7.0,6.0,2020,289.998291015625,-0.0001186244189739,0.0,1882.72,132,0.539,Unknown,1,0.0,302.2489929199219,-0.886333703994751,-9.04680061340332,298.6664733886719,0
-34.160739,-56.69227,19.0,8.0,2020,292.94482421875,-0.0002606101334095,0.0001526892156107,1599.97,46,0.1038,Unknown,1,0.0,286.0088195800781,-0.3794512152671814,-1.05873441696167,283.338623046875,3
-33.930553,18.863712,25.0,8.0,2020,293.8296203613281,-0.0003784205764532,0.0,2595.93,-4540,0.0266,Unknown,1,0.0,,0.0,0.0,,0
39.62,2.6,11.0,4.0,2006,286.968017578125,-0.0007074521854519,2.1348896552808583e-06,914.08,-126,0.0816,Unknown,1,0.0,,0.0,0.0,,0
-32.421681,-63.223607,8.0,12.0,2002,290.4136657714844,-0.0003012474626302,0.0001819521130528,3402.23,200,0.0884,Unknown,1,0.0,286.2156982421875,-0.2996807396411896,-1.2283470630645752,283.3116149902344,10
37.605556,-0.985278,22.0,4.0,2019,289.43951416015625,-0.0021339943632483,0.0056845694780349,1015.84,12,0.0128,Unknown,1,0.0,,0.0,0.0,,0
37.201389,-3.608611,15.0,3.0,2020,289.6339111328125,-0.0015535466372966,2.09808349609375e-05,1062.61,703,-0.0079,Unknown,1,0.0,,0.0,0.0,,0
31.447222,-89.209167,3.0,3.0,2020,291.10546875,-0.000116940587759,0.0015824253205209,1211.96,83,0.0229,Unknown,1,0.0,302.2489929199219,-0.886333703994751,-9.04680061340332,298.6664733886719,0
36.678532,2.966769,9.0,2.0,2020,296.70086669921875,-0.0004834439605474,0.0010127127170562,869.52,-2639,0.2788,Unknown,1,0.0,,0.0,0.0,,0
-32.421707,-63.223611,8.0,12.0,2002,290.4136657714844,-0.0003012474626302,0.0001819521130528,3402.23,200,0.0884,Unknown,1,0.0,286.2156982421875,-0.2996807396411896,-1.2283470630645752,283.3116149902344,10
36.671395,2.966848,21.0,1.0,2020,301.81121826171875,-0.0004365714266896,0.0,869.52,-2637,0.3537,Unknown,1,0.0,,0.0,0.0,,0
27.852318,-82.359413,24.0,2.0,2019,299.89703369140625,-0.0003110961988568,8.553265615773853e-07,723.07,8,0.4419,Unknown,1,0.0,302.75445556640625,-0.7335327863693237,-10.367973327636719,298.9975280761719,0
-33.783044,18.487746,18.0,5.0,2019,292.4195556640625,-0.0003754468634724,0.0001203894498758,3513.52,-4585,0.0694,Unknown,1,0.0,,0.0,0.0,,0
-32.534009,-58.042419,12.0,4.0,2020,288.5772705078125,-6.257649511098862e-05,0.0,2053.2,38,0.5652,Unknown,1,0.0,287.0088195800781,-0.415061354637146,-1.0872607231140137,284.1078186035156,5
-13.309853,-72.113389,1.0,3.0,2020,282.4827575683594,-0.0001727333292365,0.0017572864890098,1596.9,2868,0.3958,Unknown,1,0.0,283.0655212402344,-0.4998142123222351,-0.9772221446037292,279.962890625,0
-31.661658,-60.760809,11.0,9.0,2018,296.75274658203125,-0.0002686697989702,4.261731874066754e-07,2099.31,19,0.135,Unknown,1,0.0,287.9339904785156,-0.49392542243003845,-1.1242986917495728,285.42523193359375,0
-32.522912,-58.023258,3.0,12.0,2019,299.86328125,-0.0007452694699168,0.0006993740680627,2026.94,16,0.0073,Unknown,1,0.0,287.351318359375,-0.4276301860809326,-0.8465970754623413,284.7565612792969,4
39.48,-0.43,3.0,5.0,2016,301.843505859375,-0.0015713861212134,0.0011139661073684,960.31,435,0.3062,Unknown,1,0.0,,0.0,0.0,,0
-1.915003,-78.724942,5.0,3.0,2018,301.1722412109375,-0.0003049336373806,4.261731874066754e-07,1299.55,3132,0.0442,Unknown,1,0.0,297.41314697265625,-0.8117007613182068,-2.022761821746826,295.595703125,0
39.19,-9.03,2.0,5.0,2013,292.7297058105469,-0.0011309767141938,2.8908252716064453e-06,1243.77,-1,0.4496,Unknown,1,0.0,,0.0,0.0,,0
37.955,-1.811,2.0,5.0,2009,290.2554931640625,-0.0013862792402505,0.0,898.1,863,0.2185,Unknown,1,0.0,,0.0,0.0,,0
38.984525,-76.944345,19.0,4.0,2019,284.858642578125,-0.0006335517391562,1.2845421224483289e-06,1570.41,54,-0.0151,Unknown,1,0.0,302.75445556640625,-0.7335327863693237,-10.367973327636719,298.9975280761719,0
-32.555367,-58.05788,7.0,6.0,2017,295.49920654296875,-6.054714322090149e-05,0.0006530910613946,2053.2,34,0.0073,Unknown,1,0.0,288.2342834472656,-0.4999687969684601,-0.9600533246994019,285.6996765136719,3
26.169173,-80.277015,19.0,12.0,2018,304.30938720703125,-0.000456066802144,0.0,1149.62,7,0.2961,Unknown,1,0.0,302.033203125,-0.8193522691726685,-9.693147659301758,298.408203125,0
36.85,-4.41,9.0,3.0,2006,302.97833251953125,-0.0003191763535141,1.296401023864746e-05,625.57,499,0.5084000000000001,Unknown,1,0.0,,0.0,0.0,,0
34.2882,-81.3152,27.0,6.0,2006,300.2001342773437,-0.0015921825543045,0.0003304034471511,934.08,130,0.5125000000000001,Unknown,1,0.0,300.8976745605469,-0.9907128214836121,-7.160650253295898,297.7236022949219,0
32.793425,-80.071751,10.0,6.0,2016,301.1787109375,-0.0019181426614522,0.0027764439582824,1115.51,8,0.0547,Unknown,1,0.0,302.39373779296875,-0.920524001121521,-8.95500373840332,298.85394287109375,0
39.98972,22.2875,29.0,4.0,2008,304.17822265625,-9.722169488668442e-05,0.0003424121532589,1332.45,-126,0.4941,Unknown,1,0.0,,0.0,0.0,,0
39.51,-0.37,12.0,5.0,2012,304.052490234375,-0.00063943490386,3.421306701056892e-06,1079.99,326,0.1718,Unknown,1,0.0,,0.0,0.0,,0
39.51,-0.38,12.0,5.0,2012,304.052490234375,-0.00063943490386,3.421306701056892e-06,981.47,335,0.1718,Unknown,1,0.0,,0.0,0.0,,0
39.41,-0.38,12.0,5.0,2010,283.888671875,-0.000133846886456,7.60108232498169e-05,1218.38,335,0.2114,Unknown,1,0.0,,0.0,0.0,,0
37.10333,9.19889,30.0,3.0,2014,289.9863586425781,-0.0013914974406361,8.498132228851318e-05,1039.27,-2774,0.1206,Unknown,1,0.0,,0.0,0.0,,0
-24.528444,-53.203222,5.0,8.0,2009,291.93670654296875,-7.774820551276207e-05,0.0,980.01,352,0.546,Unknown,1,39.0,291.5322265625,-0.6720927953720093,-2.604522705078125,288.5101623535156,0
-24.844389,-51.74375,6.0,8.0,2009,297.33697509765625,-0.0001441109925508,0.0,1129.17,991,0.2161,Unknown,1,3.0,288.1224365234375,-0.6010973453521729,-0.9515902400016785,284.9014892578125,2
39.046625,-2.085587,5.0,7.0,2008,305.0697326660156,-0.0007330495864152,0.0,2443.19,854,0.2504,Unknown,1,0.0,,0.0,0.0,,0
0.25027,-78.38194,24.0,8.0,2004,282.234619140625,-0.0001519275829195,2.387761924182996e-05,946.64,3176,0.0794,Unknown,1,0.0,296.95782470703125,-0.8029999732971191,-1.7014508247375488,295.14825439453125,0
9.981944,-83.8375,29.0,4.0,2003,287.0190124511719,-0.0001965472474694,8.919835090637207e-05,934.84,3269,0.0863,Unknown,1,0.0,301.4178771972656,-1.0205519199371338,-7.866727828979492,297.94464111328125,0
7.209972,-72.9378,24.0,6.0,2004,295.9609375,-0.0004311297088861,0.0119661390781402,942.04,2461,0.0209,Unknown,1,0.0,283.7220764160156,-0.8377137184143066,-1.2446345090866089,281.1766662597656,0
45.35233013440461,89.64973153419845,21.0,2.0,2023,272.61236572265625,-0.0004650950431823,0.0,1723.38,-126,-0.0353,Unknown,0,0.0,,0.0,0.0,,0
-23.30954616444204,119.4737158712648,15.0,6.0,2020,290.02587890625,-0.0002717431634664,8.523463748133508e-07,3001.59,-5101,0.1574,Unknown,0,0.0,,0.0,0.0,,0
54.01358701608655,159.1743430680762,10.0,4.0,2023,308.82391357421875,-2.2936612367630005e-05,0.0,2075.7,-126,-0.0095,Unknown,0,0.0,,0.0,0.0,,0
36.94463405134326,140.20740896695304,4.0,5.0,2024,290.04595947265625,-0.0030376315116882,8.52346317969932e-07,1504.24,-2692,0.8092,Unknown,0,0.0,,0.0,0.0,,0
16.53114334937345,73.9677496788093,14.0,8.0,2023,300.00244140625,-0.000120204873383,0.0,439.37,257,0.1918,Unknown,0,0.0,,0.0,0.0,,0
10.620338723333816,46.307186184005104,19.0,4.0,2019,283.264892578125,-0.0007647825405001,1.2845421224483289e-06,1330.87,180,0.011,Unknown,0,0.0,,0.0,0.0,,0
1.879940089213548,-58.74342159647675,21.0,1.0,2020,301.69793701171875,-0.0003826823085546,0.0,1278.05,265,0.1127,Unknown,0,0.0,297.75140380859375,-0.9443227648735046,-3.3201913833618164,295.51007080078125,0
28.237421610123263,-104.8808135396955,28.0,12.0,2022,288.40771484375,-0.0001943632960319,0.0092141926288604,269.59,1296,0.1148,Unknown,0,0.0,300.8138732910156,-1.0201573371887207,-6.890664100646973,297.5596008300781,0
61.16088401149196,9.579285768118496,5.0,10.0,2005,290.1224365234375,-0.0004828628152608,2.9206275939941406e-06,1142.97,-126,0.4817,Unknown,0,0.0,,0.0,0.0,,0
22.27870070418882,-79.02170481477245,5.0,5.0,2023,294.47125244140625,-0.000469802878797,4.076361801708117e-05,235.4,23,0.3855,Unknown,0,0.0,302.427490234375,-0.8296834230422974,-9.016292572021484,299.06011962890625,0
-8.918631059638741,-71.37593286871952,4.0,4.0,2010,294.463623046875,-1.7996877431869507e-05,6.435811519622803e-05,2107.09,244,0.4787,Unknown,0,3.0,297.9436340332031,-0.8729318380355835,-4.628412246704102,295.12384033203125,0
67.4747584596825,85.92886271702008,31.0,7.0,2023,294.46728515625,-0.0021536787971854,0.000672417867463,4729.89,-126,0.0839,Unknown,0,0.0,,0.0,0.0,,0
26.656945315780007,57.34335309863053,22.0,4.0,2019,305.50396728515625,-0.0037531349807977,0.0,870.98,265,0.0112,Unknown,0,0.0,,0.0,0.0,,0
50.38382303677815,91.26198732463774,26.0,3.0,2018,293.7225646972656,-0.0004540896043181,0.0013401210308074,1602.53,-126,0.0071,Unknown,0,0.0,,0.0,0.0,,0
53.85628782308572,41.445815548140246,17.0,4.0,2021,292.93408203125,-0.0003215186297893,1.7136335372924805e-07,2494.34,-126,0.3041,Unknown,0,0.0,,0.0,0.0,,0
-10.450869890224652,-66.27850684657565,21.0,6.0,2004,286.474853515625,-3.701634705066681e-05,0.0080562159419059,2850.2,163,0.5108,Unknown,0,0.0,297.2955627441406,-0.8339793086051941,-4.016590118408203,294.9224853515625,0
70.9796671495067,-78.96384733689928,28.0,8.0,2023,292.33447265625,-0.0001407302916049,0.0,2827.46,516,0.3148,Unknown,0,0.0,302.427490234375,-0.8296834230422974,-9.016292572021484,299.06011962890625,0
29.958595773294466,10.496135258090815,23.0,10.0,2020,304.5780029296875,-1.500360667705536e-05,0.0,15379.83,422,0.119,Unknown,0,0.0,,0.0,0.0,,0
-13.324252009836655,26.73017688664461,10.0,6.0,2016,297.4931640625,-0.00053824018687,0.0,1617.61,-5266,0.6916,Unknown,0,0.0,,0.0,0.0,,0
66.8875157250753,96.94659190306766,4.0,5.0,2024,269.51275634765625,-0.0007164115086197,0.0002286314993398,1286.15,-126,-0.0341,Unknown,0,0.0,,0.0,0.0,,0
-34.65575605751025,116.03468516123246,16.0,2.0,2021,299.59576416015625,-0.0004089083522558,0.0034402785822749,1717.19,-4714,0.7299,Unknown,0,0.0,,0.0,0.0,,0
48.29017987020484,63.62198872528103,11.0,4.0,2006,285.487548828125,-0.0014034826308488,2.1348896552808583e-06,5238.31,-126,0.1468,Unknown,0,0.0,,0.0,0.0,,0
36.97354421504342,-121.96737522599255,12.0,4.0,2015,296.5751342773437,-0.0002566594630479,0.0,1290.84,290,0.4133,Unknown,0,0.0,302.59735107421875,-0.8786822557449341,-9.797741889953613,298.95037841796875,0
-30.56931875160018,142.33658718494678,8.0,12.0,2002,300.1617126464844,-0.0001138094812631,4.261732158283849e-07,3509.16,-2627,0.1277,Unknown,0,0.0,,0.0,0.0,,0
21.18249268438909,22.917435663488817,8.0,12.0,2002,299.8550720214844,-1.253187656402588e-05,4.261732158283849e-07,15683.94,401,0.1095,Unknown,0,0.0,,0.0,0.0,,0
12.13274812787003,23.22653597134624,3.0,4.0,2005,285.057861328125,-1.1599622666835783e-05,0.0002618610742501,21.26,306,0.1338,Unknown,0,0.0,,0.0,0.0,,0
-20.25342995369965,139.17555465748262,15.0,6.0,2020,292.74267578125,-0.0001767184585332,8.523463748133508e-07,2690.07,-5210,0.2554,Unknown,0,0.0,,0.0,0.0,,0
46.44835515949708,-115.9869780639347,21.0,1.0,2020,301.69793701171875,-0.0003826823085546,0.0,1972.74,1948,-0.0066,Unknown,0,0.0,302.2489929199219,-0.886333703994751,-9.04680061340332,298.6664733886719,0
62.69086644113759,108.13956498520388,15.0,3.0,2003,285.130615234375,-2.048630267381668e-05,0.0103287901729345,2467.93,-126,0.0558,Unknown,0,0.0,,0.0,0.0,,0
55.988039262743314,37.25656461925632,7.0,5.0,2023,292.87841796875,-0.0001393919810652,0.0,1710.85,-126,0.0748,Unknown,0,0.0,,0.0,0.0,,0
-4.051070450633347,-49.56798229577476,18.0,11.0,2008,278.890380859375,-0.0001392718404531,0.0023803352378308,4334.75,70,0.1429,Unknown,0,33.0,300.2025146484375,-1.395474910736084,-1.395475149154663,298.71990966796875,0
-21.206835705040533,146.98338004837376,18.0,11.0,2008,278.890380859375,-0.0001392718404531,0.0023803352378308,1099.91,-5557,0.2352,Unknown,0,0.0,,0.0,0.0,,0
-16.79435031350991,-57.25304136031279,25.0,5.0,2022,296.00927734375,-0.0001614764332771,4.422774395607121e-07,3616.13,105,0.6973,Unknown,0,12.0,297.9093933105469,-0.6727890372276306,-2.105217218399048,294.2158203125,0
24.199039155845583,68.28607481404475,17.0,4.0,2021,292.93408203125,-0.0003215186297893,1.7136335372924805e-07,1544.39,325,0.066,Unknown,0,0.0,,0.0,0.0,,0
12.520553659921616,78.53314885490096,10.0,4.0,2023,308.83758544921875,-2.309959381818772e-05,0.0,405.37,293,0.4486,Unknown,0,0.0,,0.0,0.0,,0
61.07049168313765,23.383018768804448,12.0,5.0,2010,283.888671875,-0.000133846886456,7.60108232498169e-05,1241.56,-126,0.4455,Unknown,0,0.0,,0.0,0.0,,0
-26.022729854195376,-64.6481301224233,11.0,4.0,2025,293.48779296875,-0.0001596510410308,1.0460614703333704e-06,1982.25,616,0.0371,Unknown,0,0.0,289.5904846191406,-0.281890869140625,-1.2243270874023438,285.9764099121094,1
10.609260284545812,0.8258589260503015,19.0,9.0,2021,303.2516174316406,-0.002025144174695,7.528364949394017e-05,467.75,176,0.5327000000000001,Unknown,0,0.0,,0.0,0.0,,0
-10.418996219041643,-70.12849994340442,31.0,7.0,2023,294.17822265625,-8.166860789060593e-05,8.52346317969932e-07,1929.03,290,0.5824,Unknown,0,3.0,297.80438232421875,-0.8603583574295044,-4.621180057525635,295.0149230957031,0
74.28966149689035,94.96101754816226,23.0,6.0,2020,290.7196655273437,-1.9082799553871155e-05,0.0,1779.43,-126,0.2448,Unknown,0,0.0,,0.0,0.0,,0
40.637998802764,73.42109722697165,30.0,4.0,2022,291.6769104003906,-0.0038245664909482,6.241351366043091e-05,3004.98,-126,0.1379,Unknown,0,0.0,,0.0,0.0,,0
-10.803128673731903,23.13693514914777,16.0,4.0,2004,299.2746887207031,-0.0001983474940061,4.261731874066754e-07,1951.76,-5672,0.2298,Unknown,0,0.0,,0.0,0.0,,0
-20.14768777759421,-61.402927215468026,2.0,6.0,2020,292.85113525390625,-9.845104068517684e-05,8.52346317969932e-07,2156.91,293,0.1065,Unknown,0,0.0,296.30828857421875,-0.30360645055770874,-12.549463272094727,293.0843811035156,0
66.3262448452846,-88.54843347740565,24.0,3.0,2006,289.65185546875,-2.721045166254044e-05,0.001279579126276,2282.63,154,-0.0589,Unknown,0,0.0,300.8976745605469,-0.9907128214836121,-7.160650253295898,297.7236022949219,0
-11.857169194383104,30.181127313736084,3.0,9.0,2007,277.7236328125,-9.496137499809264e-05,9.503960609436037e-05,2548.7,-5777,0.1752,Unknown,0,0.0,,0.0,0.0,,0
-42.59980921210418,-73.93298764705271,24.0,8.0,2004,281.000244140625,-2.404442057013512e-05,2.1880863641854376e-05,1854.18,139,0.3132,Unknown,0,0.0,,0.0,0.0,,0
-18.26401094696064,-47.787886181759575,19.0,3.0,2023,297.7861022949219,-0.000306183937937,4.276632239452738e-07,2057.22,766,0.1703,Unknown,0,15.0,294.97064208984375,-0.5632963180541992,-1.8336970806121826,290.9639892578125,0
36.33640550560669,48.13566440915545,30.0,3.0,2014,280.8808898925781,-0.0011080028489232,0.0057762563228607,213.0,-932,-0.0172,Unknown,0,0.0,,0.0,0.0,,0
55.07062411330065,71.57437186744286,28.0,4.0,2021,292.65594482421875,-0.0003956602886319,0.000973030924797,3068.16,-126,0.3025,Unknown,0,0.0,,0.0,0.0,,0
-21.327892986878,148.07760199425792,30.0,12.0,2021,293.59674072265625,-0.0004436634480953,0.0150270704180002,769.79,-5507,0.0316,Unknown,0,0.0,,0.0,0.0,,0
51.72935309670129,62.23842739284365,14.0,4.0,2004,256.0692749023437,-5.909241735935211e-05,5.099177542433608e-06,4844.14,-126,0.1212,Unknown,0,0.0,,0.0,0.0,,0
34.743288446098575,-1.8062695569965683,8.0,12.0,2002,284.5132751464844,-0.0002686288207769,4.261732158283849e-07,1295.95,489,0.2036,Unknown,0,0.0,,0.0,0.0,,0
-2.458660239404267,28.663090530131825,18.0,11.0,2008,278.890380859375,-0.0001392718404531,0.0023803352378308,972.66,-4595,0.1232,Unknown,0,0.0,,0.0,0.0,,0
5.625916209287183,30.97058174477681,21.0,4.0,2023,305.809326171875,-2.6568304747343063e-05,0.0,246.41,-64,0.0926,Unknown,0,0.0,,0.0,0.0,,0
8.597876336208742,31.799929880137626,5.0,8.0,2009,292.44842529296875,-0.0001052394509315,0.0,800.98,172,0.1962,Unknown,0,0.0,,0.0,0.0,,0
52.72425892937136,42.22799083716114,2.0,5.0,2009,293.4195556640625,-0.0011263871565461,0.0,3451.43,-126,0.3874,Unknown,0,0.0,,0.0,0.0,,0
-0.0250335102419825,-53.083143692455366,16.0,2.0,2021,299.84381103515625,-0.000686228275299,0.0063535748049616,2831.89,155,0.1262,Unknown,0,3.0,298.32806396484375,-1.0255205631256104,-3.6628060340881348,295.8249206542969,0
8.644497710215589,80.64957418008709,4.0,4.0,2005,283.678466796875,-1.3522803783416748e-06,8.98420694284141e-05,1259.42,168,0.3521,Unknown,0,0.0,,0.0,0.0,,0
66.25854260198969,-92.92013767917408,16.0,2.0,2021,299.96295166015625,-0.0004410417750477,0.0049190251156687,4416.94,270,-0.0484,Unknown,0,0.0,301.3317565917969,-0.9335847496986389,-7.981647491455078,297.9986572265625,0
7.733726800333599,19.816496008090752,11.0,4.0,2025,293.39794921875,-5.1973387598991394e-05,6.604194368264871e-06,1065.65,181,0.6013000000000001,Unknown,0,0.0,,0.0,0.0,,0
-25.35270870158133,117.32324787623315,2.0,5.0,2009,291.8375244140625,-0.0011809868738055,0.0,3487.16,-5174,0.1818,Unknown,0,0.0,,0.0,0.0,,0
31.613912884923,1.1911772507643832,6.0,8.0,2023,316.564697265625,-3.377813845872879e-05,0.0,13734.92,697,0.1281,Unknown,0,0.0,,0.0,0.0,,0
61.40758393775539,50.44921368133439,19.0,2.0,2025,294.12158203125,-3.629457205533981e-05,0.0021615475416183,5166.51,-126,0.0715,Unknown,0,0.0,,0.0,0.0,,0
9.59729863302205,33.09713692528359,27.0,6.0,2006,301.2352905273437,-0.0017066458240151,4.950165748596192e-05,1142.79,106,0.0887,Unknown,0,0.0,,0.0,0.0,,0
-3.293934098877884,-53.813400468497306,9.0,9.0,2023,298.5362854003906,-0.0002299267798662,6.809830665588379e-06,2947.63,219,0.3464,Unknown,0,3.0,299.5699768066406,-0.9094830751419067,-5.623945236206055,296.7818298339844,0
-13.933108989340042,-64.69574769346396,21.0,4.0,2011,281.99298095703125,-0.0003665187396109,9.091198444366456e-05,2418.98,143,0.3886,Unknown,0,0.0,298.23553466796875,-0.7188721299171448,-1.983022928237915,295.3830261230469,0
-27.82137320477087,127.3181810374441,4.0,5.0,2024,290.70806884765625,-0.0001995926722884,8.52346317969932e-07,2801.85,-4647,0.2605,Unknown,0,0.0,,0.0,0.0,,0
-2.1304505824011386,-48.6269066056233,7.0,5.0,2023,296.79833984375,-0.0002295523881912,0.0,7157.5,37,0.404,Unknown,0,35.0,299.9829406738281,-1.119980812072754,-5.472257137298584,297.1742858886719,0
16.781955087311047,52.015281942546295,28.0,10.0,2005,288.7470703125,-4.505924880504608e-05,0.0035571157932281,14334.35,271,0.137,Unknown,0,0.0,,0.0,0.0,,0
53.711487386539176,-114.85370359664346,29.0,5.0,2024,302.064453125,-0.0002126600593328,0.0,3888.83,2205,0.6776,Unknown,0,0.0,302.5556640625,-0.876284658908844,-8.739725112915039,299.1947021484375,0
38.591059496938186,35.1139167288421,24.0,2.0,2019,300.04351806640625,-0.0003350125625729,8.553265615773853e-07,1592.51,-102,0.0401,Unknown,0,0.0,,0.0,0.0,,0
42.68625097548161,64.21844446823255,21.0,6.0,2004,282.775634765625,-0.0005236603319644,0.0134639292955398,11478.45,-126,0.1695,Unknown,0,0.0,,0.0,0.0,,0
61.87062924398944,106.07763644730149,23.0,10.0,2020,270.6268310546875,-0.0001608086749911,0.0002255141735076,2937.86,-126,0.0225,Unknown,0,0.0,,0.0,0.0,,0
48.99561816610711,62.79037083008177,5.0,8.0,2009,292.44842529296875,-0.0001052394509315,0.0,5175.27,-126,0.1589,Unknown,0,0.0,,0.0,0.0,,0
67.14035229417482,126.8114506295288,24.0,2.0,2019,300.04351806640625,-0.0003350125625729,8.553265615773853e-07,802.16,-126,-0.0383,Unknown,0,0.0,,0.0,0.0,,0
66.17167592779475,46.39879464721503,28.0,10.0,2005,288.7470703125,-4.505924880504608e-05,0.0035571157932281,5844.21,-126,-0.0169,Unknown,0,0.0,,0.0,0.0,,0
64.1671370688787,62.07228864253685,23.0,2.0,2025,298.120849609375,-4.2671337723732e-05,0.0,2576.51,-126,0.088,Unknown,0,0.0,,0.0,0.0,,0
61.44276267802519,-146.1415693983193,19.0,6.0,2023,284.59259033203125,-7.299799472093582e-05,0.0,955.63,195,0.1052,Unknown,0,0.0,302.427490234375,-0.8296834230422974,-9.016292572021484,299.06011962890625,0
42.56160445577012,74.33880483668003,19.0,4.0,2019,283.264892578125,-0.0007647825405001,1.2845421224483289e-06,809.92,-126,-0.0087,Unknown,0,0.0,,0.0,0.0,,0
24.38073203459163,102.7704094795269,25.0,9.0,2022,291.7819519042969,-0.002848682925105,0.0009681284427642,763.84,323,0.0103,Unknown,0,0.0,,0.0,0.0,,0
36.06732500589359,38.89026655528096,27.0,3.0,2022,292.7952880859375,-0.0002825357951223,4.276632239452738e-07,2743.53,235,0.2106,Unknown,0,0.0,,0.0,0.0,,0
-5.333861579876015,38.60083436084449,10.0,6.0,2016,299.9384765625,-0.0021723955869674,0.0005055367946624,776.54,-4373,0.0263,Unknown,0,0.0,,0.0,0.0,,0
9.837330665948896,-72.57419639020844,14.0,11.0,2020,295.97314453125,-5.649123340845108e-05,0.0059692589566111,1001.44,64,0.1284,Unknown,0,0.0,282.6341857910156,-0.7212725877761841,-1.8773937225341797,280.4758605957031,0
